GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,SYMBOL,P2,FDR P,FDR significant P,Bonferroni P,Bonferroni significant P,FDR P2,FDR significant P2,Bonferroni P2,Bonferroni significant P2
ENSG00000168140,16,4421849,4433529,4,1,151188,3.5836,0.00016948,VASN,0.5892910438983266,0.02115249698630137,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000106853,9,114312002,114362135,55,11,151188,3.5808,0.00017126,PTGR1,0.5404933414949786,0.021229249795918368,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000213398,16,67973653,67978034,3,2,151188,3.5756,0.0001747,LCAT,0.7915029436807346,0.0215093472972973,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000175220,11,46698630,46722165,18,5,151188,3.5326,0.00020578,ARHGAP1,0.11187614972627613,0.025165927248322145,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000166275,10,104613980,104624718,16,3,151188,3.527,0.00021019,C10orf32,0.9647312171361448,0.025533881199999997,Yes,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000106789,9,100883257,100954922,101,21,151188,3.5157,0.00021928,CORO2A,0.6765290338353348,0.026461722913907287,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000103160,16,84155886,84178797,18,4,151188,3.5027,0.00023026,HSDL1,0.4479514681726208,0.027603932368421055,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000105793,7,89964537,90020769,101,11,151188,3.498,0.00023435,GTPBP10,0.8109978634291635,0.027779084025974024,Yes,1.0,No,0.9968298865029488,No,1.0,No
ENSG00000163792,2,27371872,27376378,4,1,151188,3.4976,0.00023477,TCF23,0.401066541950617,0.027779084025974024,Yes,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000086102,9,33290509,33371155,59,6,151188,3.4897,0.00024175,NFX1,0.682037631825234,0.028420441935483872,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000170231,5,159614374,159665742,56,8,151188,3.4876,0.00024369,FABP6,0.953002496177424,0.028464866538461538,Yes,1.0,No,0.9986342999312973,No,1.0,No
ENSG00000261884,16,67963517,67969920,3,1,151188,3.4825,0.00024833,CTC-479C5.12,0.011988762558572952,0.028822097197452233,Yes,1.0,No,0.9759844778396058,No,1.0,No
ENSG00000110492,11,46402306,46405375,2,1,151188,3.47,0.00026018,MDK,0.2063459175081378,0.03000632886075949,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000145029,3,49460379,49466759,4,2,151188,3.4602,0.00026984,NICN1,0.8129929824526582,0.03092468226415094,Yes,1.0,No,0.9968658510550727,No,1.0,No
ENSG00000103657,15,63900817,64126141,343,11,151188,3.4548,0.00027536,HERC1,0.8836185387099927,0.031360062,Yes,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000011243,19,15490859,15529952,38,2,151188,3.437,0.00029409,AKAP8L,0.8295851453599736,0.03328514273291926,Yes,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000156510,10,70980059,71027315,91,15,151188,3.4237,0.00030882,HKDC1,0.7372499213381973,0.03473653111111111,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000103061,16,68318406,68344849,31,5,151188,3.4160000000000004,0.00031773,SLC7A6OS,0.3824362942414298,0.03551948503067485,Yes,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000167261,16,68021297,68034489,19,4,151188,3.4105,0.0003242,DPEP2,0.1939070261190784,0.03602178292682927,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164068,3,49726932,49758962,33,4,151188,3.4061,0.00032951,RNF123,0.9548586604444772,0.03623214180722891,Yes,1.0,No,0.9986342999312973,No,1.0,No
ENSG00000138085,2,27434895,27440046,13,4,151188,3.4056,0.00033007,ATRAID,0.6998125696556243,0.03623214180722891,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000152684,5,52083774,52099880,22,4,151188,3.3973,0.00034026,PELO,0.5925725784035845,0.03712705221556886,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000140455,15,63796793,63886839,108,8,151188,3.3772,0.00036618,USP3,0.1994727457816089,0.03971745214285714,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000089094,12,121866900,122018920,82,5,151188,3.3688,0.00037753,KDM2B,0.8902387791851493,0.040706222840236686,Yes,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000038358,16,67906926,67918406,11,3,151188,3.3664,0.00038075,EDC4,0.8948395895171034,0.040811920588235295,Yes,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000141756,17,39968932,39979465,1,1,151188,3.3598,0.00039,FKBP10,0.602041657623194,0.04155894736842105,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000079335,1,100810584,100985833,142,10,151188,3.3537,0.00039871,CDC14A,0.5212254163430634,0.04224007918604651,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000011451,19,15532319,15560762,6,1,151188,3.3507,0.00040297,WIZ,0.9426103159336968,0.042444620462427744,Yes,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000144820,3,100328433,100414323,139,8,151188,3.3485,0.00040623,GPR128,0.0344623963293037,0.04254208655172414,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164741,8,12940870,13373167,705,53,151188,3.3347,0.00042692,DLC1,0.5040277494261913,0.04445334994285714,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000173517,15,77400471,77712486,334,11,151188,3.3198,0.00045043,PEAK1,0.07280864827595324,0.0466267006779661,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000104936,19,46272975,46285810,12,3,151188,3.3183,0.00045291,DMPK,0.1803286629308486,0.0466267006779661,Yes,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000177051,19,46213887,46234162,10,5,151188,3.3099,0.00046673,FBXO46,0.36027055465078883,0.047779517191011235,Yes,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000156170,8,95907995,96128683,384,18,151188,3.2982,0.00048653,NDUFAF6,0.9904871250128044,0.04952821039106146,Yes,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000124181,20,39765600,39811629,47,10,151188,3.2952,0.0004918,PLCG1,0.7646293360110127,0.04978655333333333,Yes,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000135070,9,88879461,88897676,24,3,151188,3.2775,0.0005236,ISCA1,0.6269779913624784,0.05247735758241758,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000268365,1,240629183,240643504,22,4,151188,3.2772,0.00052414,AL646016.1,0.9874930197452204,0.05247735758241758,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000180773,11,92877341,92931130,68,7,151188,3.2681,0.00054128,SLC36A4,0.2992327542992377,0.05389729049180328,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000248727,5,55753622,55777773,32,9,151188,3.2626,0.00055202,CTC-236F12.4,0.9475166148976516,0.054594096972972975,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000169193,7,23636998,23684327,33,4,151188,3.2614,0.00055427,CCDC126,0.7302085802634624,0.054594096972972975,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000113312,5,159436120,159492550,76,7,151188,3.2578,0.00056136,TTC1,0.7689841549479813,0.054995171612903224,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000102898,16,67880635,67906470,28,5,151188,3.2552,0.00056663,NUTF2,0.7445597003687693,0.055214608877005356,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000177971,15,75931426,75941047,3,1,151188,3.2532,0.00057049,IMP3,0.710341449709494,0.05529504670212766,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000083223,9,88902648,88969369,86,5,151188,3.2469,0.00058338,ZCCHC6,0.8160762937940972,0.05614294105263158,No,1.0,No,0.9968658510550727,No,1.0,No
ENSG00000165905,11,45943172,45950647,5,2,151188,3.2459,0.0005854,GYLTL1B,0.8100826288099016,0.05614294105263158,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000140365,15,75628232,75634268,2,1,151188,3.2337,0.00061106,COMMD4,0.8783104298731036,0.05829704356020942,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000129003,15,62144588,62352672,253,13,151188,3.232,0.00061471,VPS13C,0.9501703059780082,0.0583398209375,No,1.0,No,0.9986342999312973,No,1.0,No
ENSG00000183798,20,39988606,39995467,10,4,151188,3.2279,0.00062351,EMILIN3,0.7741076310366574,0.058868389740932635,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000122711,9,33218363,33248565,67,4,151188,3.2247,0.00063053,SPINK4,0.3981730292161971,0.05922431783505155,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000181722,3,114056941,114866118,809,58,151188,3.2134,0.00065579,ZBTB20,0.7510578255660367,0.061281053230769225,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000140406,15,81293295,81296342,3,1,151188,3.2101,0.00066341,MESDC1,0.9191972957206168,0.06167682153061225,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000124177,20,40030741,40247133,241,13,151188,3.2085,0.00066717,CHD6,0.5240579025439291,0.0617115316751269,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000070759,1,45809555,45956872,156,7,151188,3.1966,0.00069524,TESK2,0.3970540667640519,0.06398314787878787,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000078328,16,6069095,7763340,3553,308,151188,3.1941,0.00070125,RBFOX1,0.8425651100357187,0.06421194723618091,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000170234,5,159488808,159546430,49,5,151188,3.1899,0.00071157,PWWP2A,0.5765599472774083,0.06483114270000001,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000159761,16,67700719,67702661,1,1,151188,3.1825,0.00073,C16orf86,0.09353340441782587,0.06617940298507463,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164403,5,132157833,132166590,2,1,151188,3.1745,0.00075053,SHROOM1,0.8428518858270786,0.0677037507920792,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000140382,15,77712754,77777949,91,7,151188,3.1613,0.00078528,HMG20A,0.4552478457787953,0.07025384911764707,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100170,22,32439019,32509016,127,4,151188,3.1609,0.00078651,SLC5A1,0.6998959288237466,0.07025384911764707,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000089916,14,76618259,76720685,198,14,151188,3.1567,0.00079772,GPATCH2L,0.3617632043109907,0.07066863116504854,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000133226,1,24958207,24999758,15,3,151188,3.1563,0.00079891,SRRM1,0.2978390340263185,0.07066863116504854,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000072364,5,132211071,132299326,142,7,151188,3.1391,0.00084722,AFF4,0.7798886257906221,0.07428355990384615,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000138107,10,104238986,104262482,64,3,151188,3.1389,0.00084793,ACTR1A,0.3134068881288855,0.07428355990384615,No,1.0,No,0.9926785503790204,No,1.0,No
ENSG00000164920,8,99956631,99964332,2,1,151188,3.1206,0.00090241,OSR2,0.1583328907362226,0.07867806229665072,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000100225,22,32870663,32894818,56,4,151188,3.1181,0.00091015,FBXO7,0.9896105968918588,0.07897501571428572,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000167264,16,68021649,68113223,93,7,151188,3.1163,0.00091575,DUS2,0.4631529291037106,0.07908434360189573,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000107862,10,104005289,104142656,102,7,151188,3.112,0.00092924,GBF1,0.9254824918653668,0.0798708079245283,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000140400,15,75648133,75660971,4,2,151188,3.1078,0.00094237,MAN2C1,0.6444557178965674,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000198824,13,115079988,115092796,6,2,151188,3.1077,0.00094288,CHAMP1,0.3718294601774877,0.08006240179372198,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000150261,11,56113421,56114507,4,2,151188,3.1064,0.00094678,OR8K1,0.03657985483681059,0.08006240179372198,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000108511,17,46671639,46682354,7,2,151188,3.1042,0.00095383,HOXB6,0.4411260603083693,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000169375,15,75661720,75748183,59,4,151188,3.1031,0.00095749,SIN3A,0.6480465099168303,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164938,8,95938200,95961639,31,3,151188,3.1008,0.00096483,TP53INP1,0.8041073163542989,0.08006240179372198,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000108468,17,46147414,46178883,18,4,151188,3.0997,0.00096849,CBX1,0.2974659359889267,0.08006240179372198,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164038,4,103941025,104006986,29,5,151188,3.0983,0.0009732,SLC9B2,0.4332343196379198,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000107859,10,103989943,104001231,13,1,151188,3.0971,0.00097713,PITX3,0.5109326336555926,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000143994,2,27346682,27353680,4,1,151188,3.0966,0.0009788,ABHD1,0.7075034419000255,0.08006240179372198,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000203443,3,172034218,172039513,5,2,151188,3.0963,0.0009798,AC092964.1,0.15048034886617478,0.08006240179372198,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000015133,14,91737667,91884188,194,35,151188,3.0919,0.00099456,CCDC88C,0.136831504446147,0.08090568,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000198944,5,132149033,132152488,1,1,151188,3.0902,0.001,SOWAHA,0.7615778783823027,0.08098666666666667,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164308,5,96211643,96255420,158,5,151188,3.0869,0.0010114,ERAP2,0.6134449624038105,0.08138371168831168,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000108518,17,4848947,4852356,2,1,151188,3.0854,0.0010163,PFN1,0.8193297312144018,0.08138371168831168,No,1.0,No,0.9972936252885278,No,1.0,No
ENSG00000156162,8,95731931,95806064,73,7,151188,3.0846,0.0010193,DPY19L4,0.907001784184282,0.08138371168831168,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000109501,4,6271576,6304992,134,7,151188,3.0829,0.001025,WFS1,0.5247981112350067,0.08138371168831168,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000119685,14,76099968,76421421,302,9,151188,3.0809,0.0010317,TTLL5,0.5630354484357005,0.08138371168831168,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000182810,16,68055179,68057770,3,2,151188,3.0810000000000004,0.0010317,DDX28,0.48534362701987,0.08138371168831168,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000198650,16,71599563,71611033,8,2,151188,3.0777,0.0010429,TAT,0.8704163919950009,0.0819126025862069,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000141569,17,73876416,73893084,3,1,151188,3.0747,0.0010537,TRIM65,0.6778356095306695,0.0824056712446352,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000176125,7,100486346,100487339,2,1,151188,3.0714,0.0010654000000000002,UFSP1,0.026949417261648345,0.08270934915254238,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000141084,16,67757005,67840555,68,6,151188,3.0702,0.0010695,RANBP10,0.28687145119551083,0.08270934915254238,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000163584,3,170582664,170588272,11,2,151188,3.0697,0.0010712,RPL22L1,0.506424895089524,0.08270934915254238,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000258512,14,102196774,102198859,6,1,151188,3.0638,0.0010928,RP11-796G6.2,0.504123739792421,0.08384416890756302,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000036530,14,100150641,100193638,51,5,151188,3.0632,0.0010951,CYP46A1,0.4913986440276314,0.08384416890756302,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000137478,11,72547790,72853306,206,16,151188,3.0579,0.0011146,FCHSD2,0.7398664381838761,0.08443609876543211,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000141744,17,37824234,37826728,3,2,151188,3.0569,0.0011183,PNMT,0.8246918683106745,0.08443609876543211,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000151065,12,2055220,2113701,51,7,151188,3.0563,0.0011203,DCP1B,0.4200939286815114,0.08443609876543211,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000174306,20,39807088,39946312,178,13,151188,3.055,0.0011254,ZHX3,0.47490124916468107,0.08443609876543211,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172199,11,56143100,56144029,6,2,151188,3.0548,0.001126,OR8U1,0.8943010600465182,0.08443609876543211,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000169410,15,75759462,75871630,88,4,151188,3.0501,0.001144,PTPN9,0.4189853439620619,0.08515995918367347,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000174942,11,56184734,56185708,8,3,151188,3.0498,0.001145,OR5R1,0.602386857125212,0.08515995918367347,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000095464,10,95372345,95425767,98,13,151188,3.0380000000000003,0.0011908,PDE6C,0.9643421858749726,0.08820633170731708,No,1.0,No,0.9993432009530652,No,1.0,No
ENSG00000164291,5,94890778,94940768,59,5,151188,3.0355,0.0012005999999999998,ARSK,0.04283228843092857,0.08851630403225806,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000125971,20,33104214,33128762,16,2,151188,3.0345,0.0012047,DYNLRB1,0.10275515321430273,0.08851630403225806,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165388,10,48355024,48373866,15,4,151188,3.0224,0.0012539,ZNF488,0.642431959123379,0.09142341840000001,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000120093,17,46626232,46682274,25,6,151188,3.0223,0.0012543,HOXB3,0.16960449983161965,0.09142341840000001,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000078747,20,32951041,33099198,129,3,151188,3.0194,0.0012663,ITCH,0.9599501203805516,0.09192709761904762,No,1.0,No,0.9988656710181785,No,1.0,No
ENSG00000132600,16,68344877,68392466,95,6,151188,3.0182,0.0012713,PRMT7,0.8557882873873667,0.09192709761904762,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000141098,16,67708434,67753324,38,4,151188,3.0076,0.0013165999999999998,GFOD2,0.06186870785035348,0.09482642371541501,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164404,5,132196873,132202576,12,3,151188,2.9991,0.0013537,GDF9,0.9096777915344436,0.09686243529411764,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000247121,5,96149731,96271513,345,19,151188,2.9987,0.0013555,CTD-2260A17.2,0.7150760774413463,0.09686243529411764,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000119686,14,76044960,76129557,70,11,151188,2.9919,0.0013864,FLVCR2,0.6185280929293938,0.09863986926070038,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000196549,3,154741913,154901497,181,31,151188,2.9908,0.0013912,MME,0.8315157493423471,0.09863986926070038,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000069345,16,46989299,47007699,8,2,151188,2.9892,0.0013987,DNAJA2,0.4737070730727677,0.09865911428571428,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164893,8,87226281,87333375,184,13,151188,2.9884,0.0014023,SLC7A13,0.3797827467708004,0.09865911428571428,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000125970,20,32581452,32696114,95,6,151188,2.9869,0.0014091,RALY,0.8635799669629365,0.09875623153846153,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000171206,10,104404253,104418164,14,4,151188,2.9799,0.0014416,TRIM8,0.3419921924125787,0.10064687816091954,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000223501,6,33218049,33239824,8,2,151188,2.9778,0.0014519,VPS52,0.9923821863765596,0.10097909083969465,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000107882,10,104263744,104393292,221,9,151188,2.9762,0.0014592,SUFU,0.9407751536462752,0.1011009216730038,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000117707,1,214156524,214214595,45,8,151188,2.9719,0.0014796,PROX1,0.7982017473477653,0.10212602727272727,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172733,8,30853321,30891231,28,5,151188,2.9537,0.0015699000000000002,PURG,0.4133556714140333,0.10794987849056605,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000172071,2,88856259,88927094,51,6,151188,2.9478,0.0016,EIF2AK3,0.35562431976434306,0.109606015037594,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000119737,2,54080050,54087126,3,2,151188,2.9426,0.0016274999999999998,GPR75,0.6619192961695679,0.11103861268656716,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000114316,3,49315264,49378145,47,4,151188,2.9415,0.0016331,USP4,0.6308076984736591,0.11103861268656716,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000154122,5,14704910,14871887,171,22,151188,2.9328,0.0016794,ANKH,0.08180018808878388,0.11368241845018451,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000125977,20,32676104,32700138,17,3,151188,2.9311,0.0016887,EIF2S2,0.3747454063099965,0.11368241845018451,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000090621,1,40026488,40042462,23,6,151188,2.9308,0.0016907,PABPC4,0.5076789408523457,0.11368241845018451,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000213186,3,160150233,160203561,57,6,151188,2.9279,0.0017062999999999998,TRIM59,0.0050795195184670785,0.11430955367647058,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000165688,9,139305110,139318213,27,4,151188,2.9209,0.0017449000000000002,PMPCA,0.7460172181244404,0.11646728131868132,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000132793,20,39969560,39989222,29,6,151188,2.9169,0.0017675999999999996,LPIN3,0.7109442331273315,0.11755185109489048,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000145868,5,147763498,147822399,54,3,151188,2.9155,0.0017755,FBXO38,0.5865761080315167,0.11764785818181818,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000184995,9,21480841,21482312,1,1,151188,2.9112,0.0018,IFNE,0.06811801304316599,0.11883913043478261,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000155868,5,156564423,156586030,47,4,151188,2.9077,0.0018204,MED7,0.7500475226526714,0.11975208953068592,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000002919,17,46180719,46200436,14,3,151188,2.9054,0.0018339000000000003,SNX11,0.4787390540068964,0.12020620791366908,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000165730,10,70587298,70655188,78,9,151188,2.9017,0.0018559,STOX1,0.4742649755071139,0.12121222150537635,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000078804,20,33292094,33301243,7,2,151188,2.8988,0.0018731,TP53INP2,0.10093933373451193,0.12189867214285714,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000179256,12,14957584,14967116,10,3,151188,2.8955,0.0018928,SMCO3,0.38499490027838057,0.12190774647887324,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000087460,20,57414773,57486247,57,15,151188,2.8951,0.0018953,GNAS,0.6443950245673769,0.12190774647887324,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000213988,19,20188803,20237885,52,7,151188,2.8949,0.0018964,ZNF90,0.7452331067310044,0.12190774647887324,No,1.0,No,0.9964257331379759,No,1.0,No
