"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000172766","NAA16","13","41885341","41951166","121","7","0.16997","0.43252","1.0","No"
"ENSG00000150510","FAM124A","13","51796503","51858377","71","16","-0.057637","0.52298","1.0","No"
"ENSG00000136104","RNASEH2B","13","51483814","51544592","52","7","1.0316","0.15113","1.0","No"
"ENSG00000186047","DLEU7","13","51285144","51418075","256","19","0.58897","0.27794","1.0","No"
"ENSG00000176124","DLEU1","13","50656307","51297372","1002","64","-1.4281","0.92336","1.0","No"
"ENSG00000198553","KCNRG","13","50589390","50595058","9","2","0.50489","0.30682","1.0","No"
"ENSG00000204977","TRIM13","13","50570024","50594617","35","4","-0.13794","0.55486","1.0","No"
"ENSG00000123178","SPRYD7","13","50486842","50510626","29","4","-0.18847","0.57474","1.0","No"
"ENSG00000253309","SERPINE3","13","51909909","51938871","55","7","-0.86497","0.80647","1.0","No"
"ENSG00000102753","KPNA3","13","50273447","50367057","197","16","-1.2959","0.90249","1.0","No"
"ENSG00000152213","ARL11","13","50202435","50208008","6","2","0.47737","0.31655","1.0","No"
"ENSG00000136144","RCBTB1","13","50106082","50159719","204","10","-1.6522","0.95075","1.0","No"
"ENSG00000136147","PHF11","13","50069746","50103123","47","4","-2.0769","0.98109","1.0","No"
"ENSG00000136169","SETDB2","13","50018429","50069138","94","8","-1.1439","0.87366","1.0","No"
"ENSG00000215462","AL136218.1","13","50007495","50020554","15","3","-0.99987","0.84131","1.0","No"
"ENSG00000102547","CAB39L","13","49882786","50018262","222","18","-1.2433","0.89311","1.0","No"
"ENSG00000102543","CDADC1","13","49822047","49867618","51","2","-0.24538","0.59692","1.0","No"
"ENSG00000123179","EBPL","13","50234859","50265611","73","8","-1.6211","0.9475","1.0","No"
"ENSG00000102786","INTS6","13","51928213","52028400","205","13","-0.55993","0.71224","1.0","No"
"ENSG00000139668","WDFY2","13","52158644","52336171","125","12","1.2443","0.10669","1.0","No"
"ENSG00000102796","DHRS12","13","52342129","52378293","24","6","0.22052","0.41273","1.0","No"
"ENSG00000083544","TDRD3","13","60970591","61148012","174","12","1.1875","0.11751","1.0","No"
"ENSG00000139734","DIAPH3","13","60239717","60738121","748","23","2.3639","0.0090426","1.0","No"
"ENSG00000118946","PCDH17","13","58205944","58303445","93","16","-1.6309","0.94854","1.0","No"
"ENSG00000102837","OLFM4","13","53602894","53626192","42","9","2.1476","0.015872","1.0","No"
"ENSG00000136099","PCDH8","13","53418109","53422775","7","2","-0.66959","0.74844","1.0","No"
"ENSG00000136110","LECT1","13","53277399","53313947","52","3","0.21977","0.41302","1.0","No"
"ENSG00000165416","SUGT1","13","53226844","53275044","106","4","-0.11652","0.54638","1.0","No"
"ENSG00000139675","HNRNPA1L2","13","53191605","53217919","66","3","0.078139","0.46886","1.0","No"
"ENSG00000136108","CKAP2","13","53029564","53050763","31","3","0.5089","0.30541","1.0","No"
"ENSG00000136100","VPS36","13","52986737","53024763","54","4","0.58992","0.27762","1.0","No"
"ENSG00000136114","THSD1","13","52951305","52980629","56","3","0.59733","0.27514","1.0","No"
"ENSG00000139832","RAB20","13","111175417","111214080","86","12","0.15018","0.44031","1.0","No"
"ENSG00000197168","NEK5","13","52611093","52703214","114","5","1.5277","0.063288","1.0","No"
"ENSG00000253797","UTP14C","13","52598827","52607736","11","3","1.5565","0.059799","1.0","No"
"ENSG00000253710","ALG11","13","52586534","52603800","15","3","1.4878","0.068402","1.0","No"
"ENSG00000123191","ATP7B","13","52506809","52585630","119","6","1.329","0.091927","1.0","No"
"ENSG00000123171","CCDC70","13","52436117","52440366","9","2","-0.28454","0.612","1.0","No"
"ENSG00000102539","MLNR","13","49794474","49796513","2","1","-0.53608","0.70405","1.0","No"
"ENSG00000102531","FNDC3A","13","49550048","49783915","149","4","-0.040246","0.51605","1.0","No"
"ENSG00000152207","CYSLTR2","13","49280951","49283498","1","1","1.0364","0.15","1.0","No"
"ENSG00000136161","RCBTB2","13","49063095","49107369","42","7","0.61563","0.26907","1.0","No"
"ENSG00000188342","GTF2F2","13","45694650","45858237","200","5","0.18624","0.42613","1.0","No"
"ENSG00000133114","GPALPP1","13","45563687","45607746","68","8","-1.8374","0.96693","1.0","No"
"ENSG00000083635","NUFIP1","13","45513384","45563618","41","7","-1.9666","0.97539","1.0","No"
"ENSG00000102804","TSC22D1","13","45007655","45151283","194","7","0.63892","0.26144","1.0","No"
"ENSG00000151778","SERP2","13","44947801","44971850","12","4","-1.8613","0.96865","1.0","No"
"ENSG00000139656","SMIM2","13","44717679","44735393","9","3","0.50049","0.30837","1.0","No"
"ENSG00000179630","LACC1","13","44453420","44468068","38","6","0.12179","0.45153","1.0","No"
"ENSG00000151773","CCDC122","13","44398045","44453827","160","14","0.55612","0.28906","1.0","No"
"ENSG00000120658","ENOX1","13","43787654","44361044","836","51","-0.22089","0.58741","1.0","No"
"ENSG00000120675","DNAJC15","13","43597339","43683045","98","5","-0.39934","0.65518","1.0","No"
"ENSG00000133106","EPSTI1","13","43460524","43566407","151","25","-0.17397","0.56906","1.0","No"
"ENSG00000179813","FAM216B","13","43355686","43365683","18","4","1.7671","0.038605","1.0","No"
"ENSG00000120659","TNFSF11","13","43136872","43182149","54","6","0.98513","0.16228","1.0","No"
"ENSG00000023516","AKAP11","13","42846289","42897396","77","6","-0.34239","0.63397","1.0","No"
"ENSG00000102780","DGKH","13","42614176","42830714","561","23","-0.89973","0.81587","1.0","No"
"ENSG00000102763","VWA8","13","42140973","42535256","595","30","-1.7169","0.957","1.0","No"
"ENSG00000102760","RGCC","13","42031695","42045018","22","7","1.8295","0.033662","1.0","No"
"ENSG00000180332","KCTD4","13","45766988","45775175","8","1","-0.25008","0.59874","1.0","No"
"ENSG00000120662","MTRF1","13","41790505","41837742","66","3","0.55814","0.28837","1.0","No"
"ENSG00000133112","TPT1","13","45911008","45915505","10","3","-0.43462","0.66808","1.0","No"
"ENSG00000136152","COG3","13","46039060","46110765","158","11","0.57697","0.28198","1.0","No"
"ENSG00000139679","LPAR6","13","48963707","49018840","51","7","-0.63963","0.73879","1.0","No"
"ENSG00000139687","RB1","13","48877887","49056122","153","12","-0.22841","0.59033","1.0","No"
"ENSG00000136156","ITM2B","13","48807294","48837063","12","1","-0.43446","0.66802","1.0","No"
"ENSG00000136146","MED4","13","48627459","48669267","87","9","0.58545","0.27912","1.0","No"
"ENSG00000136159","NUDT15","13","48611703","48621358","10","3","1.0117","0.15584","1.0","No"
"ENSG00000136143","SUCLA2","13","48510622","48612125","370","13","0.64696","0.25883","1.0","No"
"ENSG00000102468","HTR2A","13","47405685","47471169","124","24","-0.17209","0.56832","1.0","No"
"ENSG00000139684","ESD","13","47345391","47371367","20","3","-0.068066","0.52713","1.0","No"
"ENSG00000136141","LRCH1","13","47127303","47327175","270","17","-0.089862","0.5358","1.0","No"
"ENSG00000102445","KIAA0226L","13","46916139","47012325","96","6","0.81268","0.2082","1.0","No"
"ENSG00000173988","LRRC63","13","46786083","46851501","103","11","-0.7676","0.77864","1.0","No"
"ENSG00000136167","LCP1","13","46700055","46786006","149","25","-1.4984","0.93299","1.0","No"
"ENSG00000080618","CPB2","13","46627321","46679211","121","6","-0.3624","0.64147","1.0","No"
"ENSG00000123200","ZC3H13","13","46528600","46626894","135","7","1.2624","0.10341","1.0","No"
"ENSG00000215475","SIAH3","13","46354405","46425871","139","14","-0.49828","0.69085","1.0","No"
"ENSG00000174015","SPERT","13","46276446","46288694","21","6","0.81905","0.20638","1.0","No"
"ENSG00000165837","FAM194B","13","46108657","46189874","129","16","0.27485","0.39171","1.0","No"
"ENSG00000174032","SLC25A30","13","45967451","45992590","16","2","-0.9517","0.82938","1.0","No"
"ENSG00000213995","CARKD","13","111267881","111292340","17","3","0.015626","0.49377","1.0","No"
"ENSG00000188976","NOC2L","1","879584","894689","8","1","-0.84933","0.80215","1.0","No"
"ENSG00000153487","ING1","13","111365083","111373421","4","1","1.0113","0.15593","1.0","No"
"ENSG00000092009","CMA1","14","24974559","24977471","8","3","-1.6859","0.95409","1.0","No"
"ENSG00000100448","CTSG","14","25042728","25045466","4","2","-0.65496","0.74375","1.0","No"
"ENSG00000100450","GZMH","14","25075686","25078905","1","1","-0.25335","0.6","1.0","No"
"ENSG00000100453","GZMB","14","25100160","25103473","10","1","0.38531","0.35","1.0","No"
"ENSG00000168952","STXBP6","14","25278862","25519503","402","34","-0.40116","0.65585","1.0","No"
"ENSG00000139910","NOVA1","14","26912299","27066960","148","5","-0.50394","0.69285","1.0","No"
"ENSG00000186960","C14orf23","14","29241910","29282493","24","7","-0.68429","0.7531","1.0","No"
"ENSG00000184304","PRKD1","14","30045687","30661104","858","60","0.82545","0.20456","1.0","No"
"ENSG00000092140","G2E3","14","31028329","31089269","70","8","-2.5072","0.99391","1.0","No"
"ENSG00000092108","SCFD1","14","31091318","31205018","155","8","-2.1942","0.98589","1.0","No"
"ENSG00000100473","COCH","14","31343720","31364271","22","10","-1.107","0.86586","1.0","No"
"ENSG00000196792","STRN3","14","31363005","31495607","244","16","0.071348","0.47156","1.0","No"
"ENSG00000100478","AP4S1","14","31494312","31562818","83","11","-0.64603","0.74087","1.0","No"
"ENSG00000092148","HECTD1","14","31569318","31677010","63","5","0.056935","0.4773","1.0","No"
"ENSG00000129493","HEATR5A","14","31760994","31889788","106","8","0.98147","0.16318","1.0","No"
"ENSG00000203546","RP11-176H8.1","14","31803518","31926647","134","8","1.0524","0.1463","1.0","No"
"ENSG00000129480","DTD2","14","31915242","31926716","17","2","0.7538","0.22548","1.0","No"
"ENSG00000151413","NUBPL","14","31959162","32330430","944","16","0.58723","0.27852","1.0","No"
"ENSG00000258474","RP11-187E13.1","14","32414059","32419588","20","3","1.0603","0.1445","1.0","No"
"ENSG00000258386","RP11-187E13.2","14","32476108","32487891","15","5","0.46689","0.32029","1.0","No"
"ENSG00000100852","ARHGAP5","14","32545320","32628934","5","3","-0.59646","0.72457","1.0","No"
"ENSG00000151320","AKAP6","14","32798479","33300567","735","89","-0.15613","0.56203","1.0","No"
"ENSG00000151322","NPAS3","14","33404139","34273382","1318","184","-1.229","0.89046","1.0","No"
"ENSG00000129521","EGLN3","14","34393437","34931980","649","77","0.76737","0.22143","1.0","No"
"ENSG00000165389","SPTSSA","14","34901995","34931562","12","3","-1.5894","0.94402","1.0","No"
"ENSG00000129518","EAPP","14","34985135","35008916","36","3","-0.26255","0.60355","1.0","No"
"ENSG00000129515","SNX6","14","35030300","35099389","92","6","-0.10415","0.54148","1.0","No"
"ENSG00000165410","CFL2","14","35179593","35184029","3","1","0.069783","0.47218","1.0","No"
"ENSG00000198604","BAZ1A","14","35221937","35344853","290","14","0.034642","0.48618","1.0","No"
"ENSG00000258744","RP11-80A15.1","14","24970800","24977894","19","5","-1.2114","0.88713","1.0","No"
"ENSG00000100445","SDR39U1","14","24908972","24912111","15","1","-1.0052","0.8426","1.0","No"
"ENSG00000100441","KHNYN","14","24898492","24910540","43","6","-1.1394","0.87274","1.0","No"
"ENSG00000139899","CBLN3","14","24895738","24900160","1","1","0.10043","0.46","1.0","No"
"ENSG00000259371","RP11-468E2.6","14","24590560","24601038","7","1","2.6644","0.0038563","1.0","No"
"ENSG00000139914","FITM1","14","24600484","24602058","1","1","2.6521","0.004","1.0","No"
"ENSG00000100908","EMC9","14","24608174","24610797","1","1","2.5302","0.0057","1.0","No"
"ENSG00000092098","RNF31","14","24615892","24629870","4","2","0.49757","0.30939","1.0","No"
"ENSG00000259529","RP11-468E2.4","14","24620427","24636611","7","2","-0.23645","0.59346","1.0","No"
"ENSG00000213928","IRF9","14","24630262","24635774","2","1","-0.15199","0.5604","1.0","No"
"ENSG00000100918","REC8","14","24641062","24649463","13","4","-0.75584","0.77513","1.0","No"
"ENSG00000196497","IPO4","14","24649425","24658170","10","3","-0.70537","0.75971","1.0","No"
"ENSG00000259522","RP11-468E2.2","14","24649601","24659622","10","3","-0.70537","0.75971","1.0","No"
"ENSG00000100926","TM9SF1","14","24658349","24682679","13","5","0.74466","0.22824","1.0","No"
"ENSG00000254692","TM9SF1","14","24658363","24682679","13","5","0.74466","0.22824","1.0","No"
"ENSG00000139908","TSSK4","14","24674903","24677568","1","1","0.025069","0.49","1.0","No"
"ENSG00000254505","CHMP4A","14","24678789","24683075","3","2","1.8143","0.034817","1.0","No"
"ENSG00000213920","MDP1","14","24683143","24685276","2","1","-0.99608","0.84039","1.0","No"
"ENSG00000100883","SRP54","14","35451163","35498773","151","11","-0.39387","0.65316","1.0","No"
"ENSG00000255526","NEDD8-MDP1","14","24683161","24701558","6","2","-0.34467","0.63483","1.0","No"
"ENSG00000100938","GMPR2","14","24701628","24708448","4","2","1.334","0.091101","1.0","No"
"ENSG00000092295","TGM1","14","24718320","24733638","17","6","0.75985","0.22367","1.0","No"
"ENSG00000100949","RABGGTA","14","24734744","24740945","6","2","2.1292","0.016618","1.0","No"
"ENSG00000157379","DHRS1","14","24759804","24769039","20","3","1.4001","0.080745","1.0","No"
"ENSG00000196943","NOP9","14","24769068","24778330","18","3","-0.067084","0.52674","1.0","No"
"ENSG00000136305","CIDEB","14","24774302","24780636","10","2","-0.1348","0.55362","1.0","No"
"ENSG00000213906","LTB4R2","14","24774940","24781259","9","2","-0.06089","0.52428","1.0","No"
"ENSG00000272658","LTB4R2","14","24778161","24781252","2","1","-0.090217","0.53594","1.0","No"
"ENSG00000213903","LTB4R","14","24780656","24787242","4","2","0.33599","0.36844","1.0","No"
"ENSG00000129467","ADCY4","14","24787555","24804299","18","5","1.1961","0.11583","1.0","No"
"ENSG00000258973","RP11-934B9.3","14","24801516","24806588","4","2","-0.28757","0.61316","1.0","No"
"ENSG00000129465","RIPK3","14","24805227","24809251","7","2","2.3548","0.0092661","1.0","No"
"ENSG00000100968","NFATC4","14","24834879","24848810","15","3","1.6055","0.054188","1.0","No"
"ENSG00000205978","NYNRIN","14","24867992","24888494","22","7","-0.96076","0.83166","1.0","No"
"ENSG00000129559","NEDD8","14","24686058","24701660","4","2","0.035322","0.48591","1.0","No"
"ENSG00000100897","DCAF11","14","24583404","24594451","11","3","2.5613","0.0052139","1.0","No"
"ENSG00000151327","FAM177A1","14","35514113","35582336","181","15","-0.6576","0.7446","1.0","No"
"ENSG00000100890","KIAA0391","14","35591052","35743271","378","20","-0.83792","0.79896","1.0","No"
"ENSG00000129534","MIS18BP1","14","45672393","45722743","53","3","-0.77936","0.78212","1.0","No"
"ENSG00000139915","MDGA2","14","47308826","48144157","1496","51","0.13934","0.44459","1.0","No"
"ENSG00000272781","MDGA2","14","47311134","48143999","1494","50","0.14236","0.4434","1.0","No"
"ENSG00000213741","RPS29","14","50043390","50065408","34","3","-0.38729","0.65073","1.0","No"
"ENSG00000253459","AL139099.1","14","50064193","50065882","3","1","-0.81667","0.79294","1.0","No"
"ENSG00000165501","LRR1","14","50065415","50081390","38","3","-0.014769","0.50589","1.0","No"
"ENSG00000165502","RPL36AL","14","50085237","50087403","7","2","0.095932","0.46179","1.0","No"
"ENSG00000168282","MGAT2","14","50087489","50090198","2","1","-0.18323","0.57269","1.0","No"
"ENSG00000165506","DNAAF2","14","50091892","50101948","25","3","-0.53085","0.70224","1.0","No"
"ENSG00000100479","POLE2","14","50110273","50155140","64","2","0.61994","0.26765","1.0","No"
"ENSG00000197776","KLHDC1","14","50159823","50219870","15","1","1.7346","0.041402","1.0","No"
"ENSG00000165516","KLHDC2","14","50234326","50249909","4","1","-0.54234","0.70621","1.0","No"
"ENSG00000165525","NEMF","14","50249997","50319921","16","1","-0.045619","0.51819","1.0","No"
"ENSG00000197502","AL627171.1","14","50300810","50311552","2","1","-1.2638","0.89684","1.0","No"
"ENSG00000214900","C14orf182","14","50448430","50474238","48","6","-0.1515","0.56021","1.0","No"
"ENSG00000168260","C14orf183","14","50550369","50559361","11","3","-0.84284","0.80034","1.0","No"
"ENSG00000100483","VCPKMT","14","50575350","50583318","23","4","-0.72022","0.76431","1.0","No"
"ENSG00000100485","SOS2","14","50583847","50698276","211","12","-0.93855","0.82602","1.0","No"
"ENSG00000087299","L2HGDH","14","50704281","50779266","121","8","0.13163","0.44764","1.0","No"
"ENSG00000125375","ATP5S","14","50779044","50802276","53","2","0.28887","0.38634","1.0","No"
"ENSG00000100490","CDKL1","14","50796310","50883179","114","10","0.54221","0.29384","1.0","No"
"ENSG00000012983","MAP4K5","14","50885219","51027844","124","10","-0.48117","0.6848","1.0","No"
"ENSG00000198513","ATL1","14","50999227","51099786","86","7","1.0639","0.14369","1.0","No"
"ENSG00000151748","SAV1","14","51098776","51135049","28","2","1.3996","0.080813","1.0","No"
"ENSG00000100503","NIN","14","51186481","51297839","114","19","0.36674","0.35691","1.0","No"
"ENSG00000100504","PYGL","14","51324609","51411454","138","18","0.57988","0.281","1.0","No"
"ENSG00000131969","ABHD12B","14","51338878","51371688","31","7","-0.23537","0.59304","1.0","No"
"ENSG00000100505","TRIM9","14","51441980","51562779","263","26","0.2345","0.4073","1.0","No"
"ENSG00000139921","TMX1","14","51706880","51722759","10","3","-0.10128","0.54033","1.0","No"
"ENSG00000187790","FANCM","14","45605143","45670093","58","4","0.59064","0.27738","1.0","No"
"ENSG00000100442","FKBP3","14","45584803","45604522","7","1","-1.6963","0.95509","1.0","No"
"ENSG00000185246","PRPF39","14","45553302","45585485","9","1","-2.0291","0.97878","1.0","No"
"ENSG00000198718","FAM179B","14","45431411","45543634","100","3","-1.9033","0.9715","1.0","No"
"ENSG00000258790","KIAA0391","14","35591755","35786680","484","19","-0.82736","0.79598","1.0","No"
